Distribuidor;Ceco;Tipo de precio;Precio;Marca;Referencia;Categoria;Descripcion;Garantia;Ventajas competitivas;Otros productos;URL;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$930.520;Victron;Phoenix Inverter 24/800 120V VE.Direct NEMA 5-15R Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.519.749;Victron;Phoenix Inverter 24/1200 120V VE.Direct NEMA 5-15R Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$430.731;Victron;Phoenix Inverter 24/250 120V VE.Direct NEMA GFCI Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$654.202;Victron;Phoenix Inverter 24/500 120V VE.Direct NEMA GFCI Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$906.182;Victron;Phoenix Inverter 24/800 120V VE.Direct NEMA GFCI Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.499.410;Victron;Phoenix Inverter 24/1200 120V VE.Direct NEMA GFCI Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$438.858;Victron;Phoenix Inverter 48/250 120V VE.Direct NEMA 5-15R Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$536.382;Victron;Phoenix Inverter 48/375 120V VE.Direct NEMA 5-15R Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$674.541;Victron;Phoenix Inverter 48/500 120V VE.Direct NEMA 5-15R Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.149.992;Victron;Phoenix Inverter 48/800 120V VE.Direct NEMA 5-15R Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.519.749;Victron;Phoenix Inverter 48/1200 120V VE.Direct NEMA 5-15R Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$5.791.455;Inti;Batería LiFePO4 Pino 2,56kwh 100Ah 25,6V Inti;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$6.858.070;Inti;Batería LiFePO4 Pino 3,072kwh 120Ah 25,6V Inti;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$8.806.185;Inti;Batería LiFePO4 Pino 3,840kwh 150Ah 25,6V Inti;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$11.327.275;Inti;Batería LiFePO4 Pino 5,120kwh 100Ah 51,2V Inti;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$11.327.275;Inti;Batería LiFePO4 Pino 5,120kwh 200Ah 25,6V Inti;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$4.760.100;Inti;Batería de litio Sauco 3072Wh 25,6V Inti;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$3.437.850;Inti;Batería de litio Sauco 3840Wh 25,6V Inti;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$4.848.250;Inti;Batería de litio Sauco 5120Wh 25,6V inti;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$4.495.650;Inti;Batería de litio Sauco Light 3072Wh 25,6V inti;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$7.955.000;Inti;Batería de litio Nogal 5000Wh 48V Inti;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$2.237.557;TBplus;Batería Litio 12V 75Ah Tb-Plus;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$2.796.024;TBplus;Batería Litio 12V 100Ah Tb-Plus;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$4.189.157;TBplus;Batería Litio 12V 150Ah Tb-Plus;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$10.616.823;TBplus;Batería Litio 51,6V 100Ah Tb-Plus;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$5.112.359;TBplus;Batería Litio 24V 120Ah Tb-Plus;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$4.350.912;Pylontech;Batería de litio 2840Wh 24V Pylontech;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$3.929.856;Pylontech;Batería de litio 2400Wh 48V Pylontech;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$5.473.728;Pylontech;Batería de litio 3552Wh 48V Pylontech;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$6.035.136;Pylontech;Batería de Ion litio 48V 4,8Kwh 4500 ciclos Pylontech;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$7.508.832;Pylontech;Batería de Ion litio 48V 4,8Kwh 6000 ciclos Pylontech;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$1.473.696;Pylontech;Batería de litio LiFePO4 12V 100Ah Pylontech;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$5.789.520;Pylontech;Batería de litio HESS 3550Wh 48V Pylontech;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$5.964.960;Pylontech;Batería de litio HESS HV 3552Wh 48V/96V Pylontech;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$4.196.800;Shoto;Batería de litio 5,12kWh 51V 100Ah Shoto;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$8.778.880;Shoto;Batería de litio 10,24kWh 100Ah 6000 Ciclos Shoto;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$4.334.400;Shoto;Batería de litio 5,12kWh 51V  Shoto;Litio;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$2.245.632;Pylontech;Communication Hub for LV energy system Pylontech;Litio;;;#N/A;;;
Energia y movilidad;BATERIAS;Precio comercial;$3.368.448;Pylontech;Low voltage energy storage system Outdoor cabinet Pylontech;Litio;;;#N/A;;;
Energia y movilidad;BATERIAS;Precio comercial;$2.947.392;Pylontech;Low voltage energy storage system Indoor cabinet Pylontech;Litio;;;#N/A;;;
Energia y movilidad;BATERIAS;Precio comercial;$1.052.640;Pylontech;Low voltage energy storage system wall mounted cabinet Pylontech;Litio;;;#N/A;;;
Energia y movilidad;BATERIAS;Precio comercial;$3.508.800;Pylontech;Rack abierto X1 low voltage storage system Pylontech;Litio;;;#N/A;;;
Energia y movilidad;BATERIAS;Precio comercial;$3.859.680;Pylontech;Rack abierto H2 low voltage storage system Pylontech;Litio;;;#N/A;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.818.900;Victron;Microinversor Trifásico 120/208V AC-60Hz -Max Outpt 1728W Apsystems;Micro inversor;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$967.500;Victron;Microinversor monofásico 127V AC-60Hz-Max Output-750W APsystems;Micro inversor;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.657.220;Victron;Mcroinversor bifásico 220V AC-60Hz -Max Output-2000W Apsystems;Micro inversor;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$240.800;Inti;Controlador Olmo MPPT 10A 12V/24V Inti;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$292.400;Inti;Controlador Olmo MPPT 20A 12V/24V Inti;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$430.000;Inti;Controlador Olmo MPPT 30A 12V/24V Inti;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$321.167;Inti;Controlador con pantalla LCD Acacia MPPT 10A 150V 12/24V Inti;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$954.600;Inti;Controlador Cedro 30A 12/24/48V 150Voc MPPT Inti;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.051.995;Inti;Controlador Cedro Plus MPPT 40A 150Voc 12/24V;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$907.730;Inti;Controlador Cedro 50A 12/24V 150Voc MPPT Inti;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.643.460;Inti;Controlador Cedro 50A 12/24/48V 150Voc MPPT Inti;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.452.755;Inti;Controlador Cedro 60A Plus 12/24/48V 150Voc MPPT Inti;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$5.042.782;Victron;SmartSolar MPPT RS 450/100-MC4 Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$8.829.964;Victron;SmartSolar MPPT RS 450/200-MC4 Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$207.260;Victron;BlueSolar MPPT 75/10 Retail Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$227.556;Victron;BlueSolar MPPT 75/15 Retail Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$280.360;Victron;BlueSolar MPPT 100/15 Retail Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$333.207;Victron;BlueSolar MPPT 100/20 (up to 48V) Retail Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$507.916;Victron;BlueSolar MPPT 100/30 Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$763.938;Victron;BlueSolar MPPT 150/35 Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$763.938;Victron;BlueSolar MPPT 100/50 Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$918.351;Victron;BlueSolar MPPT 150/45 Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.454.733;Victron;BlueSolar MPPT 150/60-Tr Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.454.733;Victron;BlueSolar MPPT 150/60-MC4 Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.596.934;Victron;BlueSolar MPPT 150/70-Tr Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.601.019;Victron;BlueSolar MPPT 150/70-MC4 Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.267.433;Victron;BlueSolar MPPT 150/100-Tr VE.Can Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.267.433;Victron;BlueSolar MPPT 250/70-Tr VE.Can Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.775.392;Victron;BlueSolar MPPT 250/100-Tr VE.Can Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$284.445;Victron;SmartSolar MPPT 75/10 Retail Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$304.784;Victron;SmartSolar MPPT 75/15 Retail Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$357.588;Victron;SmartSolar MPPT 100/15 Retail Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$406.350;Victron;SmartSolar MPPT 100/20 (up to 48V) Retail Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$585.144;Victron;SmartSolar MPPT 100/30 Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$841.166;Victron;SmartSolar MPPT 100/50 Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$841.166;Victron;SmartSolar MPPT 150/35 Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$995.536;Victron;SmartSolar MPPT 150/45 Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.596.934;Victron;SmartSolar MPPT 150/60-Tr Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.596.934;Victron;SmartSolar MPPT 150/60-MC4 Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.743.220;Victron;SmartSolar MPPT 150/70-Tr Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.889.506;Victron;SmartSolar MPPT 150/70-Tr VE.Can Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.889.506;Victron;SmartSolar MPPT 150/70-MC4 VE.Can Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.064.258;Victron;SmartSolar MPPT 150/85-Tr VE.Can Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.108.978;Victron;SmartSolar MPPT 150/85-MC4 VE.Can Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.352.788;Victron;SmartSolar MPPT 150/100-Tr VE.Can Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.397.465;Victron;SmartSolar MPPT 150/100-MC4 VE.Can Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.889.506;Victron;SmartSolar MPPT 250/60-Tr Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.889.506;Victron;SmartSolar MPPT 250/60-MC4 Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.178.036;Victron;SmartSolar MPPT 250/70-Tr Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.324.322;Victron;SmartSolar MPPT 250/70-Tr VE.Can Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.324.322;Victron;SmartSolar MPPT 250/70-MC4 VE.Can Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.499.074;Victron;SmartSolar MPPT 250/85-Tr VE.Can Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.543.751;Victron;SmartSolar MPPT 250/85-MC4 VE.Can Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.787.561;Victron;SmartSolar MPPT 250/100-Tr VE.Can Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.832.238;Victron;SmartSolar MPPT 250/100-MC4 VE.Can Victron Energy;MPPT;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.050.920;Victron;Sistema de monitoreo para microinversores, Zigbee, Wifi  (sin control de inyección) APsystems;Wifi;;;#N/A;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.616.800;Victron;Unidad de comunicación ‐ C ZigBee (Wifi, anti reflux, para todos los modelos) inversor Apsystems;Wifi;;;#N/A;;;
ENERGITEL S.A.S.;ENERGIA SOLAR;Precio declarado;$14.040.000;Solis; SOLIS-100K-5G-US;Inversor On grid;Trifasico;;;;;
ENERGITEL S.A.S.;ENERGIA SOLAR;Precio declarado;$10.929.000;Solis;S5-GC36K-LV;Inversor On grid;Trifasico;;;;;
ENERGITEL S.A.S.;ENERGIA SOLAR;Precio declarado;$9.180.000;Solis;S5-GC25K-LV;Inversor On grid;Trifasico;;;;;
ENERGITEL S.A.S.;ENERGIA SOLAR;Precio declarado;$14.850.000;Sungorw;Solis-50K-LV-5G;Inversor On grid;Trifasico;;;;;
ENERSEFI S.A.S;ENERGIA SOLAR;Precio comercial;$6.320.000;Sofar;SOFAR 10KTLM-G3;Inversor On grid;Monofasico;;;;https://www.sofarsolar.com/upload/file/20230313/1678676292960052015.pdf;
ENERSEFI S.A.S;ENERGIA SOLAR;Precio comercial;$8.474.000;Sofar;SOFAR 33 KTLX-G3;Inversor On grid;Trifasico;;;;;
ENERSEFI S.A.S;ENERGIA SOLAR;Precio comercial;$9.075.000;Sofar;SOFAR 40 KTLX-G3;Inversor On grid;Trifasico;;;;;
ENERSEFI S.A.S;ENERGIA SOLAR;Precio comercial;$5.685.000;Sofar;SOFAR 11 KTLX-G3;Inversor On grid;Trifasico;;;;;
GRUPO SOLAIRE SAS;ENERGIA SOLAR;Precio declarado;$31.027.500;Sungorw;SG350HX;Inversor On grid;Trifasico;;;;;
GRUPO SOLAIRE SAS;ENERGIA SOLAR;Precio declarado;$5.049.450;Fronius;SYMO ADVANCED 24.0-3 480;Inversor On grid;;;;;;
HERSIC INTERNATIONAL S.A.S BIC;ENERGIA SOLAR;Precio declarado;$12.046.500;Solis;S5-GC60K-LV;Inversor On grid;Trifasico;;;;;
HUAWEI TECHNOLOGIES COLOMBIA S.A.S;ENERGIA SOLAR;Precio declarado;$16.937.325;Huawei;SUN2000-100KTL;Inversor On grid;Trifasico;;;;;
HUAWEI TECHNOLOGIES COLOMBIA S.A.S;ENERGIA SOLAR;Precio declarado;$19.495.305;Huawei;SUN2000-215KTL-H3;Inversor On grid;Trifasico;;;;;
HUAWEI TECHNOLOGIES COLOMBIA S.A.S;ENERGIA SOLAR;Precio declarado;$19.949.580;Huawei;SUN2000-215KTL-H0;Inversor On grid;;;;;;
IMPORTADORA FORMAS Y TEXTILES S.A.S.;ENERGIA SOLAR;Precio declarado;$2.700.000;GROWATT;SPF 3500~5000 ES;Inversor cargador;;;;;https://es.growatt.com/upload/file/20221123/12ebaa7ef5219ab5b24dae4903e7c964.pdf;
Improinde;ENERGIA SOLAR;Precio comercial;$2.441.540;Must;Inversor cargador 6kW 48V MUST MPPT 80A;Inversor cargador;6kw/48 salida 2 lineas p-p 220 Vac, L-N 120 vac. Incluye controlador Mppt 80A ;;Equipo economico, x3 pico de arranque durante 3 a 5 segundos;;;
Improinde;ENERGIA SOLAR;Precio comercial;$8.245.000;Sofar;SOFAR 25KTLX-G3-LV;Inversor On grid;150% Max power DC, Max Pv 1100VDC, 4 MPPT 50A (2 por MPPT), Trifase 3/N/PE, 127/220 Vac, IP65, LCD & Bluetooth + App, 37Kg. SOFAR;5 años;#N/A;#N/A;;
Improinde;BATERIAS;Precio comercial;$3.556.522;Epever;Bateria litio 100 AH 48V epever;Litio;LFP 4,8 kwh 48v P201r1 48V 100AH;;;;;
INELECSO S.A.S;ENERGIA SOLAR;Precio comercial;$26.635.500;Sofar;SOFAR 110 KTL;Inversor On grid;Trifasico;;;;;
Ingesolar;BATERIAS;Precio comercial;$16.042;Motoma;BATA01;AGM;6V4AH 1200 CICLOS30% W: 0.72Kg;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1dc_WgL11McD2vg2K2mmvJG9HaqMJKQkx/view;
Ingesolar;BATERIAS;Precio comercial;$27.954;Motoma;BATA12;AGM;6V7AH 1200 CICLOS30% W: 1.2Kg;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1AQz3zXIpjizi-pNJ8WgOr9NClPlcXQDK/view;
Ingesolar;BATERIAS;Precio comercial;$38.899;Motoma;BATA13;AGM;12V5AH 1200 CICLOS30% W: 1.4Kg;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1sousUPQvjaATm2mZryVq-V20LCo_HZOs/view;
Ingesolar;BATERIAS;Precio comercial;$40.385;Motoma;BATA02;AGM;12V7AH 1200 CICLOS30% W: 2.0kg;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1XPdefRf5zDwPeN6M9B5DRYSmUkfTsQHP/view;
Ingesolar;BATERIAS;Precio comercial;$75.653;Motoma;BATA03;AGM;12V12AH 1200 CICLOS30% W: 3.6Kg;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1rJrK6JeqGZj-94nh4qyIticbeJ7i71Ft/view;
Ingesolar;BATERIAS;Precio comercial;$123.650;Motoma;BATA04;AGM;12V18AH 1200 CICLOS30% W: 5.6Kg;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1dDY8204Py4jk8YtW_vhsJzJdkl7iOWdD/view;
Ingesolar;BATERIAS;Precio comercial;$113.416;Motoma;BATA14;AGM;12V20AH 1200 CICLOS30% W: 5.9Kg;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1Z0COoAPxlrZIr8yL0LHugunNykMRpgEP/view;
Ingesolar;BATERIAS;Precio comercial;$641.773;Motoma;BATA06;AGM;12V75AH 1200 CICLOS30% W: 23.5Kg;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1LCb0oGzvFDFtgq7ijhT3LpgHZOQLBicL/view;
Ingesolar;BATERIAS;Precio comercial;$668.340;Motoma;BATA07;AGM;12V100AH 1200 CICLOS30% W: 29.5Kg;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1EXF3BRV0uwizIQpO_FKCOpBee1ewB5GO/view;
Ingesolar;BATERIAS;Precio comercial;$229.829;Motoma;BATG01;Gel;12V38AH 1600 CICLOS50% W: 12.5Kg;18 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1tUEIw-LZ6vfe94P_rNSZWBcwg7CRGsxw/view;
Ingesolar;BATERIAS;Precio comercial;$297.929;Motoma;BATG08;Gel;12V55AH 1600 CICLOS50% W: 17.5Kg;18 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/16W0uYMhXzvB6e33kRCeUGYxLW3a4NvlR/view;
Ingesolar;BATERIAS;Precio comercial;$497.677;Motoma;BATG03;Gel;12V100AH 1600 CICLOS50% W: 31Kg;18 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1w_otxvfaSx9DqUFrb3oQUr4epoNzL6AP/view;
Ingesolar;BATERIAS;Precio comercial;$586.370;Motoma;BATG04;Gel;12V120AH 1600 CICLOS50% W: 34Kg;18 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1mtVAbGbIciWxndbMD5VKEEgghu4kZIKq/view;
Ingesolar;BATERIAS;Precio comercial;$737.042;Motoma;BATG05;Gel;12V150AH 1600 CICLOS50% W: 42.5Kg;18 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/18dK6Naen11ntq4E0taXXqoCwj-MlkC9-/view;
Ingesolar;BATERIAS;Precio comercial;$969.377;Motoma;BATG06;Gel;12V200AH 1600 CICLOS50% W: 60Kg;18 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1ppBXV7zEinsl8_LPZDRz0fagN4Mg2Otg/view;
Ingesolar;BATERIAS;Precio comercial;$1.205.947;Motoma;BATG07;Gel;12V250AH 1600 CICLOS50% W: 74.5Kg;18 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/14X87HPBZvWr26hgJtaV6gHxZ4edMqLlS/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$4.854.800;Motoma;INVC13 ;Inversor cargador;6.5KW MONOFASICO 120V 2MPPT 80A 250VOC1;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1i7RM1TLPT0pnGnk7aKtDxyaKfwWDA_P6/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$4.357.077;Motoma;INVC17 ;Inversor cargador;6KW BIFASICO 120/240VAC 2MPPT AXPERT MLV;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1FJ0FRGhRy7Q9fxzDD1Qz2FifbEZs-r9r/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$2.185.205;Epever;INVC09 ;Inversor cargador;UP2000HM6021 2KVA 24V MPPT 60A250VOC1;12 MESES DE GARANTIA;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/1kPNGq2WkC1Kmu7Dy6TxSv4QDUQ0Scnt8/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.984.500;Epever;INVC05 ;Inversor cargador;UP3000HM5042 3KVA 48V MPPT 50A450VOC2;12 MESES DE GARANTIA;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/1Kqwyl0_YlPoHZy-b_fsUDRjQo-wZ7eTb/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$2.364.346;Epever;INVC16 ;Inversor cargador;UP3000HM5041 3KVA 48V MPPT 50A250VOC1;12 MESES DE GARANTIA;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/1kPNGq2WkC1Kmu7Dy6TxSv4QDUQ0Scnt8/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$2.573.106;Epever;INVC01 ;Inversor cargador;UP3000HM8041 3KVA 48V MPPT 80A250VOC1;12 MESES DE GARANTIA;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/11lBQTT0biO6v9XzFF7beCcpVEkOOxKCd/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$2.622.950;Epever;INVC04 ;Inversor cargador;UP3000HM10021 3KVA 24V MPPT 100A250VOC;12 MESES DE GARANTIA;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/1rSo6qgIKNctzrUHDLH4axZR8tuaTOccR/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$2.749.500;Epever;INVC02 ;Inversor cargador;UP5000HM8042 5KVA 48V MPPT 80A450VOC2;12 MESES DE GARANTIA;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/1Kqwyl0_YlPoHZy-b_fsUDRjQo-wZ7eTb/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.820.300;Epever;INVOP50;Inversor cargador; UP3000M6142 3KVA 48V MPPT 60A150VOC2;12 MESES DE GARANTIA;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/1Kqwyl0_YlPoHZy-b_fsUDRjQo-wZ7eTb/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.335.285;Must;INVC10 ;Inversor cargador;1KW MONOFASICO 120V MPPT 80A/12V145VOC;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1NwiT9BxLFmQpt67PyceFPWiM082Dj2lv/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$2.100.000;Must;INVOP41;Inversor cargador; 3KW BIFASICO 220V MPPT 80A/24V145VOC;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1HByeO6ejc19I9-swc2yMwv1e9O8fqSvw/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$2.439.801;Must;INVC15 ;Inversor cargador;3KW BIFASICO 220V MPPT 80A/48V145VOC;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1HByeO6ejc19I9-swc2yMwv1e9O8fqSvw/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$2.573.471;Must;INVC12 ;Inversor cargador;4KW MONOFASICO 110V MPPT 80A/48V145VOC;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1NwiT9BxLFmQpt67PyceFPWiM082Dj2lv/view;
